,Year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_G_MSDMNR,JUV_MNSLGHTR,JUV_MSDMNR,JUV_MURDER,JUV_OTHFELCRIME,JUV_OTHPROPCR,JUV_ROBBERY,JUV_SEXCR,JUV_TOTAL,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_G_MSDMNR,MIN_MNSLGHTR,MIN_MSDMNR,MIN_MURDER,MIN_OTHFELCRIME,MIN_OTHPROPCR,MIN_ROBBERY,MIN_SEXCR,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_G_MSDMNR,MAX_MNSLGHTR,MAX_MSDMNR,MAX_MURDER,MAX_OTHFELCRIME,MAX_OTHPROPCR,MAX_ROBBERY,MAX_SEXCR,Total Population
400,2012,ISLAND,5344,2508,9583,22664,40096,5564,2665,10852,20172,39254,0,0,0,0,0,0,0,0,0,9,544,0,493,559,177,0,21,41,0,0,5,0,1,2,2,2332,1,698,4,216,1246,3246,105,36,41,0,27,49,2,2,634,5,1,99,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,54,1,2.0,31,73,2,19,229,-99.0,-99.0,-99.0,58,60.0,9,3,18,0,0,7,14,0,3,54,0,2.8,3.2,5.0,2.5,0.0,0.0,3.6,3.0,0.0,6.2,0.0,32,0,65,20,52,15,4,10,1,0,8,6,0,3,47,0,22.9,47.7,73.5,34.6,68.0,0.0,16.4,20.7,0.0,311.3,0.0,5,0,4,11,0,4,68,1,0,14,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,26,0,12,0,2,2,0,0,44,30.0,32.2,30.0,0.0,12.83333333,0,9.142857142999999,0.0,441.5,15.0,0.0,0.0,30.0,37.3,30.0,0.0,12.83333333,0.0,9.142857142999999,0.0,553.5,15.0,0.0,0.0,79350
401,2013,ISLAND,5427,2424,9646,22797,40293,5640,2597,10908,20260,39407,0,0,0,0,0,0,0,0,0,4,474,0,431,476,79,1,32,20,0,0,6,0,0,2,2,2084,2,633,8,114,1132,2831,131,31,0,0,0,0,0,0,0,0,0,0,0,0,234,0,34,23,32,0,3,1,0,860,0,5,0,0,0,1,2,2,156,1435,68,14,46,57,0,5.0,21,79,2,8,218,-99.0,-99.0,-99.0,58,61.0,9,2,21,0,0,8,11,0,1,52,0,3.8,3.2,4.0,2.5,0.0,0.0,2.8,3.5,0.0,9.0,0.0,42,0,141,15,57,19,4,6,0,1,3,11,1,10,55,0,23.0,59.0,38.2,20.3,0.0,960.0,25.3,27.1,36.0,116.1,0.0,0,0,0,0,0,0,0,0,0,0,0,2,29,6,3,10,0,0,2,30,0,0,0,0,0,0,1,21,105,1,0,0,2,1,0,3,0,0,0,21,0,17,0,0,6,0,0,44,0.0,23.2,0.0,0.0,10.85714286,0,11.125,0.0,0.0,100.25,0.0,0.0,0.0,26.3,0.0,0.0,10.85714286,0.0,11.125,0.0,0.0,123.0,0.0,0.0,79700
402,2014,ISLAND,5517,2392,9618,22909,40436,5697,2566,10919,20383,39564,0,0,0,0,0,0,0,0,0,3,429,0,366,433,56,0,14,21,0,0,8,0,1,2,6,1778,0,566,9,105,953,2449,105,43,0,0,0,0,0,0,0,0,0,0,0,1,216,0,25,26,24,0,3,6,0,549,0,8,0,0,0,0,0,10,142,1076,57,9,45,34,2,5.0,20,68,6,9,189,-99.0,-99.0,-99.0,58,54.0,11,6,14,0,0,10,20,0,0,61,0,4.7,3.5,4.7,2.4,0.0,0.0,3.8,3.1,0.0,0.0,0.0,26,0,109,19,45,6,2,13,0,2,4,13,2,6,48,0,23.0,75.8,44.9,58.9,0.0,912.0,24.2,27.6,44.0,46.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,10,0,0,0,0,23,0,0,0,0,0,0,0,15,87,3,1,0,2,0,0,2,3,0,2,31,0,25,0,1,11,0,1,74,50.0,23.0,0.0,11.5,37.0,0,11.3,0.0,7.0,8.142857142999999,0.0,0.0,99.0,27.7,0.0,11.5,43.5,0.0,11.3,0.0,7.0,8.142857142999999,0.0,0.0,80000
403,2015,ISLAND,5579,2358,9593,23199,40728,5721,2523,10872,20756,39872,0,0,0,0,0,0,0,0,0,3,371,0,262,296,37,2,22,23,0,0,6,0,1,0,4,1342,0,487,11,92,746,1921,86,51,0,0,0,0,0,0,0,0,0,0,0,1,210,0,13,18,17,0,5,7,0,356,0,3,0,3,0,1,0,5,73,761,42,7,65,34,4,10.0,29,59,2,12,215,-99.0,-99.0,-99.0,58,53.0,15,2,18,0,0,4,19,0,0,58,0,3.3,2.6,2.0,1.8,0.0,0.0,2.9,2.9,0.0,0.0,0.0,32,0,108,16,48,8,4,5,0,0,2,20,2,5,46,0,28.0,31.8,20.0,24.6,0.0,0.0,12.5,31.2,40.5,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,4,0,0,3,18,0,0,1,0,0,0,1,16,68,1,0,0,4,0,3,4,4,0,1,25,0,8,0,0,5,0,4,47,28.0,14.3,0.0,30.0,10.45454545,0,3.6,0.0,0.0,6.4,0.0,52.5,64.75,23.7,0.0,30.0,10.45454545,0.0,3.6,0.0,0.0,6.4,0.0,126.0,80600
404,2016,ISLAND,5661,2284,9512,24571,42029,5739,2422,10742,21978,40881,0,0,0,0,0,0,0,0,0,3,408,0,268,326,75,0,22,24,0,0,4,0,1,4,1,1378,0,559,4,113,755,2050,118,37,0,0,0,0,0,0,0,0,0,0,0,0,196,0,28,21,44,0,4,6,0,468,0,6,1,0,1,0,0,4,98,940,52,11,60,54,3,8.0,44,63,8,19,259,-99.0,-99.0,-99.0,58,52.0,14,3,15,0,0,9,12,0,2,55,0,4.3,3.2,3.0,2.9,0.0,0.0,2.4,2.1,0.0,8.0,0.0,36,0,87,17,53,9,3,4,0,3,4,14,2,3,42,0,36.3,67.3,43.6,33.8,0.0,344.8,15.5,40.0,47.0,161.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,9,4,0,0,2,10,2,0,0,0,0,0,0,14,68,0,0,0,2,1,1,3,1,1,0,13,0,6,1,1,7,1,2,33,105.0,57.3,30.0,0.0,9.857142857000001,0,15.0,1295.0,0.0,15.2,30.0,52.5,252.0,66.2,30.0,0.0,9.857142857000001,0.0,15.0,1295.0,0.0,15.2,30.0,126.0,82910
427,2012,JEFFERSON,1312,785,2444,10690,15231,1348,794,2788,10014,14944,0,0,0,0,0,0,0,0,0,12,319,1,199,245,62,0,17,25,0,0,2,0,0,5,4,1101,0,415,2,78,625,1594,64,12,20,1,12,27,0,3,402,0,1,45,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,63,0,148.0,42,32,0,9,190,-99.0,-99.0,-99.0,49,46.4,6,1,19,0,0,18,5,0,0,49,0,5.0,2.1,1.0,1.6,0.0,0.0,1.8,1.8,0.0,0.0,0.0,7,0,38,8,15,2,1,4,0,0,3,3,0,3,16,0,15.5,38.2,60.0,24.5,0.0,0.0,30.7,28.0,0.0,82.0,0.0,1,0,2,10,0,1,47,0,0,12,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,1,22,0,24,0,0,1,0,2,52,0.0,29.9,7.0,15.0,40.0,0,11.625,0.0,0.0,364.0,0.0,2.5,0.0,29.9,7.0,15.0,40.0,0.0,11.625,0.0,0.0,364.0,0.0,2.5,30175
428,2013,JEFFERSON,1292,764,2472,10757,15285,1345,786,2785,10075,14990,0,0,0,0,0,0,0,0,0,3,275,0,158,194,68,0,22,23,0,0,6,1,0,3,1,971,1,397,1,81,593,1449,89,11,0,0,0,0,0,0,0,0,0,0,0,0,119,0,24,20,46,0,4,1,0,369,0,2,2,0,0,0,0,1,79,718,46,5,40,77,5,1.0,28,56,1,13,221,-99.0,-99.0,-99.0,49,45.0,9,3,7,0,0,9,4,0,2,34,0,4.6,2.7,1.4,1.7,0.0,0.0,1.4,2.0,0.0,7.5,0.0,9,0,63,7,16,5,2,3,0,0,0,3,0,1,14,0,20.2,40.5,40.4,24.7,0.0,0.0,0.0,20.3,0.0,250.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,13,0,0,2,23,0,0,0,0,0,0,0,12,72,1,6,0,2,1,0,3,0,0,0,14,0,16,0,0,4,0,0,34,0.0,25.3,0.0,0.0,31.2,0,22.71428571,0.0,0.0,15.0,0.0,0.0,0.0,27.9,0.0,0.0,37.5,0.0,22.71428571,0.0,0.0,15.0,0.0,0.0,30275
429,2014,JEFFERSON,1295,738,2483,10987,15503,1352,759,2795,10291,15197,0,0,0,0,0,0,0,0,0,5,300,0,251,211,62,0,13,33,0,0,13,0,0,2,2,1112,0,411,5,77,627,1600,63,13,0,0,0,0,0,0,0,0,0,0,0,2,127,0,23,12,42,0,0,6,0,353,0,1,0,0,1,0,0,2,63,672,33,7,48,86,0,5.0,26,57,4,12,238,-99.0,-99.0,-99.0,49,48.0,6,0,20,1,0,8,10,1,1,47,0,6.0,2.7,0.0,0.8,5.0,0.0,4.1,1.9,9.8,10.0,0.0,10,0,36,14,24,2,2,9,0,0,2,5,0,4,24,0,12.5,28.8,20.0,18.2,0.0,0.0,27.8,25.2,0.0,70.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,14,0,0,0,25,0,0,0,0,0,0,1,9,66,0,2,0,3,1,0,4,0,1,0,16,0,10,0,3,3,0,2,35,0.0,33.2,364.0,0.0,5.428571429,0,53.0,0.0,10.66666667,15.0,0.0,52.5,0.0,43.3,455.0,0.0,5.428571429,0.0,64.375,0.0,10.66666667,15.0,0.0,126.0,30700
430,2015,JEFFERSON,1279,727,2477,11083,15566,1320,753,2775,10465,15314,0,0,0,0,0,0,0,0,0,4,249,0,184,178,59,1,7,15,0,0,4,0,1,1,2,833,0,337,4,70,455,1240,67,9,0,0,0,0,0,0,0,0,0,0,0,0,108,0,19,14,46,0,0,3,0,303,0,0,0,1,0,1,0,5,45,591,43,3,44,65,3,1.0,23,41,0,12,189,-99.0,-99.0,-99.0,49,39.0,7,1,12,0,0,4,7,0,0,31,0,4.7,3.2,1.0,2.9,0.0,0.0,3.1,2.4,0.0,0.0,0.0,9,1,35,3,13,3,2,0,0,1,1,5,0,2,14,0,16.7,124.0,20.5,0.0,0.0,1404.0,22.0,18.5,0.0,63.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,2,7,0,0,0,52,0,0,0,0,0,0,0,5,84,0,0,0,1,0,0,1,1,2,2,10,0,6,0,0,1,0,0,22,4.0,17.8,67.5,9.5,17.6,0,4.6,0.0,0.0,30.0,0.0,0.0,4.0,24.5,141.0,9.5,17.6,0.0,4.6,0.0,0.0,30.0,0.0,0.0,30880
431,2016,JEFFERSON,1274,719,2468,11194,15655,1322,748,2756,10610,15435,0,0,0,0,0,0,0,0,0,3,249,0,135,161,71,0,13,18,0,0,3,0,1,1,1,774,0,320,2,86,460,1180,48,14,0,0,0,0,0,0,0,0,0,0,0,1,99,0,16,23,45,0,1,4,0,281,0,0,0,1,1,0,0,2,45,554,31,4,23,65,1,3.0,25,41,0,15,173,-99.0,-99.0,-99.0,49,43.0,6,1,17,0,0,1,9,0,0,34,0,4.6,2.8,0.0,2.3,0.0,0.0,1.8,2.8,0.0,0.0,0.0,13,0,48,6,19,7,0,5,2,1,0,5,0,2,22,0,45.4,36.7,0.0,22.6,47.5,180.0,0.0,17.6,0.0,7.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,11,0,0,0,17,0,0,0,0,1,0,0,13,61,1,0,0,1,1,0,2,1,0,0,5,0,6,0,0,1,0,2,15,105.0,23.3,0.0,0.0,11.0,0,11.75,0.0,0.0,14.0,0.0,52.5,252.0,33.1,0.0,0.0,11.0,0.0,11.75,0.0,0.0,14.0,0.0,52.5,31090
455,2012,KING,136886,66469,308835,469403,981590,143347,69495,319524,443043,975410,941,158,7454,23,3505,321,737,16124,29263,134,13567,0,9623,12105,3778,31,1037,652,2,0,130,1,34,44,26,72061,286,16151,1829,4892,47302,93104,1723,800,1162,17,676,1926,24,166,17907,62,411,5258,27609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,1119,58,25.0,651,1667,418,396,5781,-99.0,-99.0,-99.0,3209,1946.3,450,76,358,0,0,155,429,58,35,1567,6,4.7,4.1,4.2,4.1,0.0,0.0,3.3,3.2,6.0,8.4,5.7,660,200,3582,674,1534,454,95,160,11,27,89,396,139,118,1497,8,41.0,46.6,34.1,23.5,91.1,267.7,31.6,29.9,68.3,92.8,113.4,117,9,126,278,0,23,1406,4,93,792,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,95,23,21,131,77,27,19,581,0,156,0,27,283,100,43,1313,116.4,58.8,47.75,22.66666667,46.03125,0,24.72222222,0.0,89.77777778,35.64,154.6875,184.0,148.25,66.5,67.58333333,39.0,41.64516129,0.0,28.22222222,0.0,122.44444440000001,45.16,195.375,211.36363640000002,1957000
456,2013,KING,138927,67040,313040,474663,993670,145460,69747,324419,448603,988230,470,117,4942,9,2207,214,355,10437,18751,155,14514,0,11212,14064,3511,23,1210,675,0,3,134,2,34,50,54,86528,266,17484,2101,4730,57763,108742,2072,899,44,0,67,85,1,9,1024,7,18,450,1705,13,5547,0,672,775,1858,5,193,100,0,14259,0,40,2,10,16,8,182,456,6932,32225,828,329,1293,1041,41,169.0,650,1708,442,505,5849,-99.0,-99.0,-99.0,3209,1960.1,409,101,309,0,0,143,457,42,33,1506,12,4.3,4.1,3.8,4.2,0.0,0.0,3.6,3.6,6.9,8.1,3.7,604,174,5956,710,1488,397,91,191,10,18,80,424,151,106,1490,22,41.2,43.8,42.7,23.1,76.3,341.9,27.8,30.4,56.5,80.8,70.4,6,1,12,25,0,0,90,0,4,71,209,6,496,199,107,179,0,1,19,637,1,0,1,4,0,3,144,838,2695,10,50,7,96,19,20,122,67,23,20,635,0,178,0,45,186,90,58,1302,137.4285714,85.0,102.42857140000001,95.625,70.81578947,0,14.15789474,0.0,152.4615385,113.125,110.1,205.4,171.9285714,87.0,127.66666670000001,131.5,62.69444444,0.0,14.15789474,0.0,175.0769231,116.21739129999999,122.33333329999999,231.0714286,1981900
457,2014,KING,141332,67668,323217,478986,1011203,147607,70525,335549,452366,1006047,547,127,4677,12,2413,229,408,10896,19309,185,16991,0,12289,15225,3682,35,1344,838,1,6,195,2,44,62,45,105971,521,20803,2251,5214,74642,131988,2665,965,41,1,42,53,3,7,985,8,38,471,1649,14,5682,0,605,717,1684,0,226,111,0,14183,0,33,1,21,25,4,329,426,7143,32512,990,318,1383,1100,53,195.0,675,1820,353,456,6035,-99.0,-99.0,-99.0,2699,2075.8,374,90,310,0,0,158,498,36,62,1528,0,4.7,4.2,4.0,4.4,0.0,0.0,3.9,3.4,6.9,6.1,0.0,614,192,6076,684,1490,356,110,160,23,35,106,438,130,120,1478,0,47.9,50.1,34.5,21.7,84.9,340.8,27.8,30.1,63.9,95.2,0.0,4,5,8,14,0,1,103,2,10,105,252,0,526,152,96,141,0,6,25,687,1,0,1,2,3,5,143,820,2675,14,53,3,99,23,30,125,52,29,22,493,0,127,0,23,211,77,43,1077,202.81818180000002,75.1,151.81818180000002,64.2,29.78125,0,40.26666667,0.0,32.5,59.375,162.1428571,441.77777779999997,255.3,88.3,171.5454545,93.6,29.78125,0.0,44.46666667,0.0,57.0,59.48387097,221.8,548.0,2017250
458,2015,KING,142966,68696,333033,483253,1027948,149102,71707,346292,457751,1024852,427,114,3234,17,1969,196,266,7260,13483,219,18380,1,13708,16910,4248,69,1433,902,2,21,172,0,45,60,45,107549,480,22666,2251,6137,72958,136352,3086,1362,0,0,0,0,0,0,0,0,0,0,0,22,6444,0,694,923,1890,3,186,130,2,15294,8,42,1,16,17,9,224,522,7636,35765,1244,458,1288,1019,43,241.0,756,1891,350,493,6081,-99.0,-99.0,-99.0,2699,2029.884964,410,84,356,1,0,177,579,33,80,1720,0,4.9,4.4,4.8,5.0,2.5,0.0,3.6,3.2,7.4,7.0,0.0,598,192,5294,684,1474,349,93,176,15,19,124,518,103,93,1490,0,49.9,44.1,43.2,23.5,87.1,362.0,29.4,27.6,61.4,82.2,0.0,0,0,0,0,0,0,0,0,0,0,0,3,495,111,109,140,0,0,15,605,4,0,0,7,0,2,173,790,2544,11,79,2,87,22,26,111,36,21,13,426,0,88,1,18,179,97,27,906,136.2,83.3,95.0,24.5,51.59459459,0,18.2,1260.0,69.0,75.38095238,202.8823529,332.0833333,158.33333330000002,100.7,115.57142859999999,49.0,55.75,0.0,18.2,1764.0,106.8,100.38095240000001,263.53333330000004,365.3333333,2052800
459,2016,KING,146087,70209,352156,485134,1053585,151807,73352,367332,459024,1051515,492,97,3033,9,2443,181,309,6918,15270,234,18357,3,13547,17873,4494,93,1423,1105,0,14,168,0,49,69,57,112429,512,22788,2420,6457,76836,141674,3026,1394,0,0,0,0,0,0,0,0,0,0,0,26,6218,1,902,924,2005,3,199,158,0,15293,0,48,1,16,17,11,380,513,7150,35570,1266,439,1393,993,61,216.0,778,2040,434,493,6408,-99.0,-99.0,-99.0,2699,2023.3879550000001,414,99,335,0,0,153,595,24,60,1680,0,5.1,4.3,4.0,5.0,0.0,0.0,4.1,3.2,6.3,6.2,0.0,591,185,5671,743,1519,350,93,170,18,32,97,491,109,96,1456,0,50.2,49.1,40.9,23.8,77.9,311.7,30.0,33.2,56.7,97.3,0.0,0,0,0,0,0,0,0,0,0,0,0,4,438,84,96,119,0,3,14,503,4,0,8,5,2,1,147,710,2207,10,59,1,107,24,24,132,56,21,18,367,0,63,1,23,159,98,33,839,176.76923080000003,96.7,86.83333333,132.8571429,66.85714286,0,26.41666667,105.0,41.2,92.37037037,170.23529409999998,255.5,198.84615380000002,116.6,126.5,166.8571429,86.27027027,0.0,26.41666667,252.0,39.55555556,100.88,208.0,306.25,2105100
481,2012,KITSAP,17751,8940,32422,66660,125774,18496,9685,39375,61170,128726,0,0,0,0,0,0,0,0,0,41,2683,0,2044,1831,1335,7,307,241,0,0,16,0,5,24,1,11441,19,2969,111,1503,7100,15913,0,148,148,6,131,328,3,20,1970,10,47,543,3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,351,7,9.0,143,368,22,68,1193,-99.0,-99.0,-99.0,491,430.0,125,36,188,0,0,40,211,4,14,625,7,3.8,2.9,3.9,1.9,0.0,0.0,3.2,2.6,2.9,6.3,4.7,147,0,482,166,313,87,23,95,4,0,24,83,11,36,367,4,31.8,32.8,37.0,25.6,48.8,0.0,30.5,22.8,50.9,69.8,28.0,10,0,19,30,0,4,200,2,11,69,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,13,21,17,14,3,231,0,140,0,5,40,1,11,462,69.36363636,17.2,59.77777778,9.333333332999999,8.866666667,0,5.545454545,0.0,10.4,52.875,105.0,71.85714286,89.09090909,20.0,86.22222222,9.333333332999999,8.866666667,0.0,5.545454545,0.0,10.4,55.46666667,252.0,105.8571429,254500
482,2013,KITSAP,17927,8441,31254,67914,125538,18580,9288,38925,61667,128462,0,0,0,0,0,0,0,0,0,41,2518,0,1884,1588,1049,6,362,224,0,0,12,0,2,18,1,10517,23,3304,107,1228,6529,15049,530,155,0,0,0,0,0,0,0,0,0,0,0,9,840,0,222,114,324,0,48,29,0,1418,0,3,0,2,4,0,8,36,773,4032,174,28,215,392,6,18.0,150,448,25,80,1334,-99.0,-99.0,-99.0,491,444.0,112,43,179,0,0,63,252,6,16,675,4,4.5,3.2,4.3,2.2,0.0,0.0,3.1,2.9,6.0,6.4,5.9,167,3,823,190,360,101,21,125,3,0,26,119,17,17,440,11,39.5,34.8,38.3,26.0,32.0,0.0,28.5,28.2,104.2,62.2,22.6,0,0,0,0,0,0,0,0,0,0,0,2,120,11,45,54,0,0,10,66,0,0,0,0,0,0,4,79,395,0,4,0,15,2,8,17,13,2,8,236,0,147,0,4,35,0,11,456,27.5,25.3,4.0,32.5,21.0,0,11.09090909,0.0,54.33333333,64.55555556,0.0,169.1428571,45.875,29.9,4.0,69.25,24.9375,0.0,11.09090909,0.0,103.33333329999999,66.0625,0.0,203.1428571,254000
483,2014,KITSAP,17891,8564,31057,68939,126451,18537,9252,39155,62506,129449,0,0,0,0,0,0,0,0,0,35,2520,1,1625,1438,967,8,298,245,0,0,17,0,7,14,0,10260,41,3411,82,1130,6773,14801,608,122,0,0,0,0,0,0,0,0,0,0,0,6,813,0,175,122,296,0,44,26,0,1120,0,3,0,1,4,0,19,33,803,3720,216,39,215,333,9,36.0,142,377,19,92,1223,-99.0,-99.0,-99.0,491,435.0,108,42,208,0,0,53,224,4,12,651,0,4.9,3.7,4.3,3.3,0.0,0.0,3.6,3.4,6.3,6.5,0.0,157,4,1161,226,387,103,35,107,1,4,34,113,6,26,429,0,60.7,42.7,40.2,28.5,90.0,310.9,35.1,29.5,63.7,52.1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,115,16,16,29,0,0,7,51,1,0,0,0,0,0,2,58,297,1,0,0,12,4,7,16,4,5,9,170,0,93,0,3,30,0,16,330,100.25,22.4,58.5,13.0,11.77777778,0,17.875,0.0,21.0,51.61538462,0.0,81.33333333,137.0,26.7,95.25,13.0,11.77777778,0.0,17.875,0.0,21.0,69.92307692,0.0,115.55555559999999,255900
484,2015,KITSAP,17979,8628,30726,70229,127563,18567,9222,39242,63606,130637,0,0,0,0,0,0,0,0,0,29,2655,0,1428,1449,835,8,360,196,0,0,18,1,7,18,0,9813,43,3557,96,1009,6443,14379,662,131,0,0,0,0,0,0,0,0,0,0,0,2,805,0,183,105,308,0,34,29,0,1114,0,4,0,6,2,0,24,39,721,3614,204,34,247,423,6,34.0,185,457,30,128,1510,-99.0,-99.0,-99.0,511,385.0,76,35,158,0,0,50,172,3,15,509,0,4.7,3.9,6.0,3.2,0.0,0.0,3.7,3.6,5.7,6.6,0.0,153,6,1109,182,341,88,19,92,2,2,35,96,11,29,374,0,31.3,37.7,31.0,32.8,22.5,200.0,23.9,28.0,93.8,94.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,123,24,17,32,0,0,6,70,0,0,0,1,0,0,3,53,332,3,0,0,7,1,12,8,10,3,1,137,0,58,0,2,18,1,6,236,33.0,17.4,6.0,0.0,10.0,0,5.777777778,0.0,2.5,84.875,364.0,27.75,69.75,21.2,6.0,0.0,10.0,0.0,5.777777778,0.0,2.5,96.25,448.0,64.5,258200
485,2016,KITSAP,18206,8668,30338,72581,129793,18864,9207,39527,65199,132797,0,0,0,0,0,0,0,0,0,28,2788,1,1449,1387,897,15,287,204,0,1,20,0,1,19,17,9744,27,3689,93,1066,6484,14499,656,125,0,0,0,0,0,0,0,0,0,0,0,7,874,0,171,96,357,1,36,27,0,1161,0,5,0,2,0,1,8,45,674,3689,197,27,295,481,7,33.0,175,488,32,121,1632,-99.0,-99.0,-99.0,511,399.0,64,43,185,0,0,46,158,0,9,505,0,4.7,3.3,3.8,3.2,0.0,0.0,3.2,2.7,0.0,4.9,0.0,169,6,1287,137,312,79,37,89,1,4,23,94,6,18,351,0,47.3,37.7,38.7,33.3,78.0,243.8,28.6,23.5,42.3,51.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,96,7,17,31,0,0,12,43,0,0,0,0,0,0,6,52,267,0,3,0,6,2,16,8,9,10,1,121,0,53,0,2,15,3,10,224,66.16666667,15.2,23.85714286,6.0,8.428571429,0,7.777777778,0.0,12.5,19.55555556,57.5,63.375,81.33333333,20.1,44.85714286,6.0,8.428571429,0.0,7.777777778,0.0,12.5,35.88888889,131.0,93.125,262590
