RETAILERS,,,
License Number,Reporting Period, Total Sales , Excise Tax Due 
415243,1/1/2015 - 1/31/2015," $46,692 "," $11,673 "
412066,1/1/2015 - 1/31/2015," $42,288 "," $10,572 "
419759,1/1/2015 - 1/31/2015," $32,580 "," $8,145 "
414569,1/1/2015 - 1/31/2015," $181,777 "," $45,444 "
RETAILERS PERIOD TOTAL,1/1/2015 - 1/31/2015," $13,096,423 "," $3,274,106 "
415010,2/1/2015 - 2/28/2015," $36,056 "," $9,014 "
414533,2/1/2015 - 2/28/2015," $906,404 "," $226,601 "
414550,2/1/2015 - 2/28/2015," $23,195 "," $5,799 "
413363,2/1/2015 - 2/28/2015," $18,824 "," $4,706 "
413798,2/1/2015 - 2/28/2015," $44,715 "," $11,179 "
413534,2/1/2015 - 2/28/2015," $54,082 "," $13,521 "
415253,2/1/2015 - 2/28/2015," $22,986 "," $5,746 "
414680,2/1/2015 - 2/28/2015," $120,177 "," $30,044 "
414755,2/1/2015 - 2/28/2015," $66,959 "," $16,740 "
84045,2/1/2015 - 2/28/2015," $93,856 "," $23,464 "
414569,2/1/2015 - 2/28/2015," $235,731 "," $58,933 "
414785,2/1/2015 - 2/28/2015," $249,800 "," $62,450 "
413773,2/1/2015 - 2/28/2015," $123,677 "," $30,919 "
414723,2/1/2015 - 2/28/2015," $402,534 "," $100,634 "
413541,2/1/2015 - 2/28/2015," $43,179 "," $10,795 "
414250,2/1/2015 - 2/28/2015," $14,796 "," $3,699 "
413803,2/1/2015 - 2/28/2015," $88,760 "," $22,190 "
414963,2/1/2015 - 2/28/2015," $98,269 "," $24,567 "
413369,2/1/2015 - 2/28/2015," $75,846 "," $18,961 "
415001,2/1/2015 - 2/28/2015," $43,528 "," $10,882 "
414240,2/1/2015 - 2/28/2015," $53,213 "," $13,303 "
413586,2/1/2015 - 2/28/2015," $42,954 "," $10,738 "
414280,2/1/2015 - 2/28/2015," $79,575 "," $19,894 "
413600,2/1/2015 - 2/28/2015," $43,777 "," $10,944 "
414716,2/1/2015 - 2/28/2015," $43,459 "," $10,865 "
412066,2/1/2015 - 2/28/2015," $53,441 "," $13,360 "
415216,2/1/2015 - 2/28/2015," $53,168 "," $13,292 "
413821,2/1/2015 - 2/28/2015," $25,696 "," $6,424 "
413802,2/1/2015 - 2/28/2015," $38,436 "," $9,609 "
415094,2/1/2015 - 2/28/2015," $100,806 "," $25,201 "
415064,2/1/2015 - 2/28/2015," $30,339 "," $7,585 "
413737,2/1/2015 - 2/28/2015," $40,663 "," $10,166 "
415314,2/1/2015 - 2/28/2015," $203,520 "," $50,880 "
414780,2/1/2015 - 2/28/2015," $24,874 "," $6,219 "
412490,2/1/2015 - 2/28/2015," $5,989 "," $1,497 "
414539,2/1/2015 - 2/28/2015," $7,087 "," $1,772 "
414867,2/1/2015 - 2/28/2015," $119,392 "," $29,848 "
402039,2/1/2015 - 2/28/2015," $83,788 "," $20,947 "
413550,2/1/2015 - 2/28/2015," $93,181 "," $23,295 "
415206,2/1/2015 - 2/28/2015," $29,290 "," $7,323 "
415037,2/1/2015 - 2/28/2015," $140,324 "," $35,081 "
419759,2/1/2015 - 2/28/2015," $43,092 "," $10,773 "
414060,2/1/2015 - 2/28/2015," $86,303 "," $21,576 "
413544,2/1/2015 - 2/28/2015," $128,111 "," $32,028 "
412494,2/1/2015 - 2/28/2015," $135,106 "," $33,777 "
417511,2/1/2015 - 2/28/2015," $45,095 "," $11,274 "
414817,2/1/2015 - 2/28/2015," $195,223 "," $48,806 "
415410,2/1/2015 - 2/28/2015," $125,834 "," $31,459 "
414243,2/1/2015 - 2/28/2015," $74,241 "," $18,560 "
413980,2/1/2015 - 2/28/2015," $199,198 "," $49,799 "
414970,2/1/2015 - 2/28/2015," $94,374 "," $23,594 "
413366,2/1/2015 - 2/28/2015," $56,852 "," $14,213 "
413819,2/1/2015 - 2/28/2015," $340,287 "," $85,072 "
415083,2/1/2015 - 2/28/2015," $164,444 "," $41,111 "
414889,2/1/2015 - 2/28/2015," $112,911 "," $28,228 "
413530,2/1/2015 - 2/28/2015," $6,840 "," $1,710 "
413347,2/1/2015 - 2/28/2015," $245,868 "," $61,467 "
415112,2/1/2015 - 2/28/2015," $359,148 "," $89,787 "
414295,2/1/2015 - 2/28/2015," $481,724 "," $120,431 "
413940,2/1/2015 - 2/28/2015," $170,145 "," $42,536 "
353260,2/1/2015 - 2/28/2015," $118,416 "," $29,604 "
413372,2/1/2015 - 2/28/2015," $486,650 "," $121,662 "
415662,2/1/2015 - 2/28/2015," $121,616 "," $30,404 "
414418,2/1/2015 - 2/28/2015," $33,856 "," $8,464 "
415229,2/1/2015 - 2/28/2015," $202,379 "," $50,595 "
414574,2/1/2015 - 2/28/2015," $73,424 "," $18,356 "
413414,2/1/2015 - 2/28/2015," $91,099 "," $22,775 "
413732,2/1/2015 - 2/28/2015," $1,056,526 "," $264,131 "
415130,2/1/2015 - 2/28/2015," $238,387 "," $59,597 "
414876,2/1/2015 - 2/28/2015," $796,119 "," $199,030 "
413843,2/1/2015 - 2/28/2015," $197,537 "," $49,384 "
413901,2/1/2015 - 2/28/2015," $67,992 "," $16,998 "
413801,2/1/2015 - 2/28/2015," $39,731 "," $9,933 "
400209,2/1/2015 - 2/28/2015," $26,123 "," $6,531 "
414417,2/1/2015 - 2/28/2015," $404,381 "," $101,095 "
415526,2/1/2015 - 2/28/2015," $85,569 "," $21,392 "
415470,2/1/2015 - 2/28/2015," $116,896 "," $29,224 "
413762,2/1/2015 - 2/28/2015," $102,910 "," $25,728 "
412466,2/1/2015 - 2/28/2015," $58,214 "," $14,553 "
415325,2/1/2015 - 2/28/2015," $100,389 "," $25,097 "
413700,2/1/2015 - 2/28/2015," $34,663 "," $8,666 "
413374,2/1/2015 - 2/28/2015," $74,761 "," $18,690 "
415575,2/1/2015 - 2/28/2015," $99,054 "," $24,763 "
412495,2/1/2015 - 2/28/2015," $82,655 "," $20,664 "
414430,2/1/2015 - 2/28/2015," $125,065 "," $31,266 "
412370,2/1/2015 - 2/28/2015," $141,443 "," $35,361 "
413886,2/1/2015 - 2/28/2015," $120,358 "," $30,090 "
413358,2/1/2015 - 2/28/2015," $384,056 "," $96,014 "
413739,2/1/2015 - 2/28/2015," $292,932 "," $73,233 "
414664,2/1/2015 - 2/28/2015," $335,982 "," $83,996 "
413596,2/1/2015 - 2/28/2015," $93,435 "," $23,359 "
413683,2/1/2015 - 2/28/2015," $396,339 "," $99,085 "
414256,2/1/2015 - 2/28/2015," $97,789 "," $24,447 "
414225,2/1/2015 - 2/28/2015," $237,176 "," $59,294 "
414292,2/1/2015 - 2/28/2015," $8,526 "," $2,131 "
414983,2/1/2015 - 2/28/2015," $325,706 "," $81,426 "
415361,2/1/2015 - 2/28/2015," $5,959 "," $1,490 "
410798,2/1/2015 - 2/28/2015," $195,462 "," $48,865 "
413314,2/1/2015 - 2/28/2015," $81,699 "," $20,425 "
415445,2/1/2015 - 2/28/2015," $2,898 ", $725 
414520,2/1/2015 - 2/28/2015," $276,778 "," $69,194 "
413319,2/1/2015 - 2/28/2015," $574,788 "," $143,697 "
412921,2/1/2015 - 2/28/2015," $127,562 "," $31,890 "
413558,2/1/2015 - 2/28/2015," $205,976 "," $51,494 "
413481,2/1/2015 - 2/28/2015," $127,215 "," $31,804 "
415243,2/1/2015 - 2/28/2015," $78,278 "," $19,570 "
RETAILERS PERIOD TOTAL,2/1/2015 - 2/28/2015," $16,085,904 "," $4,021,476 "
415010,3/1/2015 - 3/31/2015," $70,736 "," $17,684 "
414533,3/1/2015 - 3/31/2015," $1,153,517 "," $288,379 "
414550,3/1/2015 - 3/31/2015," $31,311 "," $7,828 "
413363,3/1/2015 - 3/31/2015," $76,459 "," $19,115 "
413798,3/1/2015 - 3/31/2015," $76,054 "," $19,013 "
413534,3/1/2015 - 3/31/2015," $85,528 "," $21,382 "
415253,3/1/2015 - 3/31/2015," $63,083 "," $15,771 "
414680,3/1/2015 - 3/31/2015," $131,526 "," $32,881 "
414755,3/1/2015 - 3/31/2015," $90,925 "," $22,731 "
84045,3/1/2015 - 3/31/2015," $215,805 "," $53,951 "
414569,3/1/2015 - 3/31/2015," $315,011 "," $78,753 "
414785,3/1/2015 - 3/31/2015," $236,204 "," $59,051 "
413773,3/1/2015 - 3/31/2015," $154,649 "," $38,662 "
414723,3/1/2015 - 3/31/2015," $433,706 "," $108,426 "
413541,3/1/2015 - 3/31/2015," $56,155 "," $14,039 "
414250,3/1/2015 - 3/31/2015," $18,932 "," $4,733 "
413803,3/1/2015 - 3/31/2015," $147,615 "," $36,904 "
414963,3/1/2015 - 3/31/2015," $133,200 "," $33,300 "
413369,3/1/2015 - 3/31/2015," $95,822 "," $23,956 "
415001,3/1/2015 - 3/31/2015," $51,227 "," $12,807 "
415539,3/1/2015 - 3/31/2015," $2,065 ", $516 
412048,3/1/2015 - 3/31/2015, $464 , $116 
414223,3/1/2015 - 3/31/2015," $8,853 "," $2,213 "
414240,3/1/2015 - 3/31/2015," $206,991 "," $51,748 "
413586,3/1/2015 - 3/31/2015," $70,353 "," $17,588 "
414280,3/1/2015 - 3/31/2015," $101,700 "," $25,425 "
413600,3/1/2015 - 3/31/2015," $51,562 "," $12,890 "
414716,3/1/2015 - 3/31/2015," $58,024 "," $14,506 "
412066,3/1/2015 - 3/31/2015," $63,448 "," $15,862 "
415216,3/1/2015 - 3/31/2015," $75,212 "," $18,803 "
413821,3/1/2015 - 3/31/2015," $41,123 "," $10,281 "
413802,3/1/2015 - 3/31/2015," $57,508 "," $14,377 "
415094,3/1/2015 - 3/31/2015," $123,224 "," $30,806 "
415064,3/1/2015 - 3/31/2015," $51,831 "," $12,958 "
413737,3/1/2015 - 3/31/2015," $81,535 "," $20,384 "
415314,3/1/2015 - 3/31/2015," $239,803 "," $59,951 "
414780,3/1/2015 - 3/31/2015," $161,624 "," $40,406 "
412490,3/1/2015 - 3/31/2015," $25,279 "," $6,320 "
413897,3/1/2015 - 3/31/2015," $62,545 "," $15,636 "
414539,3/1/2015 - 3/31/2015," $12,773 "," $3,193 "
414867,3/1/2015 - 3/31/2015," $222,210 "," $55,553 "
415294,3/1/2015 - 3/31/2015," $5,185 "," $1,296 "
402039,3/1/2015 - 3/31/2015," $177,762 "," $44,441 "
413550,3/1/2015 - 3/31/2015," $185,451 "," $46,363 "
415132,3/1/2015 - 3/31/2015," $24,662 "," $6,165 "
414491,3/1/2015 - 3/31/2015," $35,154 "," $8,789 "
413258,3/1/2015 - 3/31/2015," $127,681 "," $31,920 "
414735,3/1/2015 - 3/31/2015," $9,597 "," $2,399 "
415504,3/1/2015 - 3/31/2015," $50,891 "," $12,723 "
415206,3/1/2015 - 3/31/2015," $35,680 "," $8,920 "
413806,3/1/2015 - 3/31/2015," $2,014 ", $504 
415037,3/1/2015 - 3/31/2015," $160,787 "," $40,197 "
419759,3/1/2015 - 3/31/2015," $66,333 "," $16,583 "
414060,3/1/2015 - 3/31/2015," $114,285 "," $28,571 "
414500,3/1/2015 - 3/31/2015, $297 , $74 
413544,3/1/2015 - 3/31/2015," $164,117 "," $41,029 "
412494,3/1/2015 - 3/31/2015," $191,243 "," $47,811 "
417511,3/1/2015 - 3/31/2015," $53,290 "," $13,323 "
414817,3/1/2015 - 3/31/2015," $289,814 "," $72,453 "
415410,3/1/2015 - 3/31/2015," $181,469 "," $45,367 "
414243,3/1/2015 - 3/31/2015," $94,478 "," $23,620 "
413980,3/1/2015 - 3/31/2015," $224,492 "," $56,123 "
414970,3/1/2015 - 3/31/2015," $145,261 "," $36,315 "
413366,3/1/2015 - 3/31/2015," $67,764 "," $16,941 "
413819,3/1/2015 - 3/31/2015," $395,153 "," $98,788 "
415083,3/1/2015 - 3/31/2015," $202,938 "," $50,735 "
414889,3/1/2015 - 3/31/2015," $123,254 "," $30,813 "
413530,3/1/2015 - 3/31/2015," $10,224 "," $2,556 "
413347,3/1/2015 - 3/31/2015," $274,078 "," $68,519 "
415112,3/1/2015 - 3/31/2015," $431,071 "," $107,768 "
414295,3/1/2015 - 3/31/2015," $615,765 "," $153,941 "
413940,3/1/2015 - 3/31/2015," $211,644 "," $52,911 "
353260,3/1/2015 - 3/31/2015," $137,072 "," $34,268 "
413372,3/1/2015 - 3/31/2015," $587,851 "," $146,963 "
415662,3/1/2015 - 3/31/2015," $155,286 "," $38,822 "
414418,3/1/2015 - 3/31/2015," $36,197 "," $9,049 "
415229,3/1/2015 - 3/31/2015," $239,412 "," $59,853 "
414574,3/1/2015 - 3/31/2015," $80,660 "," $20,165 "
413414,3/1/2015 - 3/31/2015," $105,340 "," $26,335 "
413732,3/1/2015 - 3/31/2015," $1,144,792 "," $286,198 "
415130,3/1/2015 - 3/31/2015," $339,510 "," $84,877 "
414876,3/1/2015 - 3/31/2015," $1,525,035 "," $381,259 "
413843,3/1/2015 - 3/31/2015," $282,159 "," $70,540 "
413901,3/1/2015 - 3/31/2015," $80,689 "," $20,172 "
413801,3/1/2015 - 3/31/2015," $46,011 "," $11,503 "
400209,3/1/2015 - 3/31/2015," $28,371 "," $7,093 "
414417,3/1/2015 - 3/31/2015," $464,394 "," $116,099 "
415526,3/1/2015 - 3/31/2015," $137,269 "," $34,317 "
414101,3/1/2015 - 3/31/2015," $1,566 ", $391 
415470,3/1/2015 - 3/31/2015," $177,756 "," $44,439 "
413762,3/1/2015 - 3/31/2015," $124,686 "," $31,171 "
412466,3/1/2015 - 3/31/2015," $61,927 "," $15,482 "
415325,3/1/2015 - 3/31/2015," $59,395 "," $14,849 "
413700,3/1/2015 - 3/31/2015," $41,643 "," $10,411 "
415645,3/1/2015 - 3/31/2015," $6,972 "," $1,743 "
413374,3/1/2015 - 3/31/2015," $97,709 "," $24,427 "
415575,3/1/2015 - 3/31/2015," $124,103 "," $31,026 "
412495,3/1/2015 - 3/31/2015," $100,941 "," $25,235 "
414430,3/1/2015 - 3/31/2015," $141,196 "," $35,299 "
412370,3/1/2015 - 3/31/2015," $167,065 "," $41,766 "
413886,3/1/2015 - 3/31/2015," $170,980 "," $42,745 "
413358,3/1/2015 - 3/31/2015," $451,080 "," $112,770 "
413739,3/1/2015 - 3/31/2015," $413,396 "," $103,349 "
414664,3/1/2015 - 3/31/2015," $418,290 "," $104,573 "
413596,3/1/2015 - 3/31/2015," $122,285 "," $30,571 "
413683,3/1/2015 - 3/31/2015," $426,169 "," $106,542 "
414256,3/1/2015 - 3/31/2015," $132,320 "," $33,080 "
414225,3/1/2015 - 3/31/2015," $296,088 "," $74,022 "
414292,3/1/2015 - 3/31/2015," $9,313 "," $2,328 "
414983,3/1/2015 - 3/31/2015," $391,734 "," $97,933 "
415361,3/1/2015 - 3/31/2015," $11,907 "," $2,977 "
410798,3/1/2015 - 3/31/2015," $230,193 "," $57,548 "
413314,3/1/2015 - 3/31/2015," $137,761 "," $34,440 "
415445,3/1/2015 - 3/31/2015," $14,515 "," $3,629 "
414520,3/1/2015 - 3/31/2015," $340,162 "," $85,040 "
413319,3/1/2015 - 3/31/2015," $602,930 "," $150,733 "
412921,3/1/2015 - 3/31/2015," $175,755 "," $43,939 "
413558,3/1/2015 - 3/31/2015," $232,267 "," $58,067 "
413481,3/1/2015 - 3/31/2015," $139,760 "," $34,940 "
415243,3/1/2015 - 3/31/2015," $123,475 "," $30,869 "
RETAILERS PERIOD TOTAL,3/1/2015 - 3/31/2015," $21,362,807 "," $5,340,702 "
415010,4/1/2015 - 4/30/2015," $91,599 "," $22,900 "
414550,4/1/2015 - 4/30/2015," $40,572 "," $10,143 "
414533,4/1/2015 - 4/30/2015," $1,232,865 "," $308,216 "
413363,4/1/2015 - 4/30/2015," $128,008 "," $32,002 "
413798,4/1/2015 - 4/30/2015," $87,635 "," $21,909 "
413534,4/1/2015 - 4/30/2015," $113,124 "," $28,281 "
415253,4/1/2015 - 4/30/2015," $120,911 "," $30,228 "
414755,4/1/2015 - 4/30/2015," $92,806 "," $23,201 "
414680,4/1/2015 - 4/30/2015," $137,728 "," $34,432 "
84045,4/1/2015 - 4/30/2015," $344,420 "," $86,105 "
415238,4/1/2015 - 4/30/2015," $15,768 "," $3,942 "
415658,4/1/2015 - 4/30/2015," $8,736 "," $2,184 "
414841,4/1/2015 - 4/30/2015," $15,461 "," $3,865 "
415124,4/1/2015 - 4/30/2015," $5,195 "," $1,299 "
414785,4/1/2015 - 4/30/2015," $280,672 "," $70,168 "
413570,4/1/2015 - 4/30/2015," $5,497 "," $1,374 "
414723,4/1/2015 - 4/30/2015," $419,779 "," $104,945 "
413541,4/1/2015 - 4/30/2015," $79,921 "," $19,980 "
413803,4/1/2015 - 4/30/2015," $181,091 "," $45,273 "
414250,4/1/2015 - 4/30/2015," $20,282 "," $5,070 "
413773,4/1/2015 - 4/30/2015," $203,892 "," $50,973 "
414963,4/1/2015 - 4/30/2015," $174,886 "," $43,721 "
413369,4/1/2015 - 4/30/2015," $168,219 "," $42,055 "
415484,4/1/2015 - 4/30/2015, $230 , $58 
415001,4/1/2015 - 4/30/2015," $63,878 "," $15,970 "
415539,4/1/2015 - 4/30/2015," $14,669 "," $3,667 "
414240,4/1/2015 - 4/30/2015," $304,171 "," $76,043 "
414223,4/1/2015 - 4/30/2015," $26,030 "," $6,508 "
413586,4/1/2015 - 4/30/2015," $94,796 "," $23,699 "
414280,4/1/2015 - 4/30/2015," $121,527 "," $30,382 "
413600,4/1/2015 - 4/30/2015," $57,961 "," $14,490 "
414716,4/1/2015 - 4/30/2015," $91,875 "," $22,969 "
415216,4/1/2015 - 4/30/2015," $82,022 "," $20,506 "
413821,4/1/2015 - 4/30/2015," $34,894 "," $8,723 "
413802,4/1/2015 - 4/30/2015," $67,682 "," $16,920 "
415094,4/1/2015 - 4/30/2015," $138,289 "," $34,572 "
415064,4/1/2015 - 4/30/2015," $59,133 "," $14,783 "
415314,4/1/2015 - 4/30/2015," $304,347 "," $76,087 "
413737,4/1/2015 - 4/30/2015," $145,924 "," $36,481 "
412490,4/1/2015 - 4/30/2015," $54,928 "," $13,732 "
414780,4/1/2015 - 4/30/2015," $215,007 "," $53,752 "
413897,4/1/2015 - 4/30/2015," $80,624 "," $20,156 "
414539,4/1/2015 - 4/30/2015," $13,754 "," $3,439 "
402039,4/1/2015 - 4/30/2015," $267,695 "," $66,924 "
415294,4/1/2015 - 4/30/2015," $13,119 "," $3,280 "
413550,4/1/2015 - 4/30/2015," $287,901 "," $71,975 "
414867,4/1/2015 - 4/30/2015," $297,409 "," $74,352 "
415504,4/1/2015 - 4/30/2015," $187,253 "," $46,813 "
415132,4/1/2015 - 4/30/2015," $55,154 "," $13,788 "
414491,4/1/2015 - 4/30/2015," $75,777 "," $18,944 "
413258,4/1/2015 - 4/30/2015," $260,292 "," $65,073 "
414735,4/1/2015 - 4/30/2015," $27,785 "," $6,946 "
415206,4/1/2015 - 4/30/2015," $43,456 "," $10,864 "
413551,4/1/2015 - 4/30/2015," $17,349 "," $4,337 "
413806,4/1/2015 - 4/30/2015," $4,039 "," $1,010 "
415037,4/1/2015 - 4/30/2015," $176,445 "," $44,111 "
415222,4/1/2015 - 4/30/2015," $77,797 "," $19,449 "
414884,4/1/2015 - 4/30/2015," $51,704 "," $12,926 "
414060,4/1/2015 - 4/30/2015," $126,081 "," $31,520 "
414500,4/1/2015 - 4/30/2015," $29,558 "," $7,390 "
412494,4/1/2015 - 4/30/2015," $248,285 "," $62,071 "
413544,4/1/2015 - 4/30/2015," $195,710 "," $48,928 "
417511,4/1/2015 - 4/30/2015," $55,899 "," $13,975 "
414817,4/1/2015 - 4/30/2015," $345,946 "," $86,486 "
414243,4/1/2015 - 4/30/2015," $101,104 "," $25,276 "
415410,4/1/2015 - 4/30/2015," $181,811 "," $45,453 "
413980,4/1/2015 - 4/30/2015," $228,285 "," $57,071 "
414970,4/1/2015 - 4/30/2015," $181,284 "," $45,321 "
413366,4/1/2015 - 4/30/2015," $72,299 "," $18,075 "
413819,4/1/2015 - 4/30/2015," $433,955 "," $108,489 "
415083,4/1/2015 - 4/30/2015," $279,992 "," $69,998 "
414889,4/1/2015 - 4/30/2015," $134,704 "," $33,676 "
413530,4/1/2015 - 4/30/2015," $8,983 "," $2,246 "
413347,4/1/2015 - 4/30/2015," $292,183 "," $73,046 "
415112,4/1/2015 - 4/30/2015," $517,032 "," $129,258 "
414295,4/1/2015 - 4/30/2015," $690,002 "," $172,501 "
353260,4/1/2015 - 4/30/2015," $135,975 "," $33,994 "
413940,4/1/2015 - 4/30/2015," $247,612 "," $61,903 "
413372,4/1/2015 - 4/30/2015," $594,008 "," $148,502 "
415662,4/1/2015 - 4/30/2015," $205,068 "," $51,267 "
415229,4/1/2015 - 4/30/2015," $275,423 "," $68,856 "
414876,4/1/2015 - 4/30/2015," $1,513,430 "," $378,358 "
415130,4/1/2015 - 4/30/2015," $382,892 "," $95,723 "
413843,4/1/2015 - 4/30/2015," $336,344 "," $84,086 "
413414,4/1/2015 - 4/30/2015," $127,163 "," $31,791 "
414574,4/1/2015 - 4/30/2015," $87,765 "," $21,941 "
414418,4/1/2015 - 4/30/2015," $47,794 "," $11,949 "
413732,4/1/2015 - 4/30/2015," $1,196,196 "," $299,049 "
413901,4/1/2015 - 4/30/2015," $81,211 "," $20,303 "
413801,4/1/2015 - 4/30/2015," $46,304 "," $11,576 "
400209,4/1/2015 - 4/30/2015," $32,040 "," $8,010 "
413700,4/1/2015 - 4/30/2015," $55,183 "," $13,796 "
415325,4/1/2015 - 4/30/2015," $65,495 "," $16,374 "
415526,4/1/2015 - 4/30/2015," $147,356 "," $36,839 "
414101,4/1/2015 - 4/30/2015," $29,545 "," $7,386 "
415470,4/1/2015 - 4/30/2015," $204,034 "," $51,008 "
413762,4/1/2015 - 4/30/2015," $130,299 "," $32,575 "
412466,4/1/2015 - 4/30/2015," $67,588 "," $16,897 "
414417,4/1/2015 - 4/30/2015," $502,014 "," $125,503 "
415645,4/1/2015 - 4/30/2015," $55,908 "," $13,977 "
402107,4/1/2015 - 4/30/2015," $26,573 "," $6,643 "
413374,4/1/2015 - 4/30/2015," $106,060 "," $26,515 "
415575,4/1/2015 - 4/30/2015," $145,086 "," $36,271 "
412495,4/1/2015 - 4/30/2015," $115,282 "," $28,820 "
414430,4/1/2015 - 4/30/2015," $137,923 "," $34,481 "
412370,4/1/2015 - 4/30/2015," $186,294 "," $46,573 "
413791,4/1/2015 - 4/30/2015," $40,044 "," $10,011 "
413886,4/1/2015 - 4/30/2015," $188,342 "," $47,085 "
413358,4/1/2015 - 4/30/2015," $480,971 "," $120,243 "
413739,4/1/2015 - 4/30/2015," $452,403 "," $113,101 "
414664,4/1/2015 - 4/30/2015," $465,866 "," $116,466 "
413683,4/1/2015 - 4/30/2015," $398,145 "," $99,536 "
413596,4/1/2015 - 4/30/2015," $144,640 "," $36,160 "
414256,4/1/2015 - 4/30/2015," $124,559 "," $31,140 "
414225,4/1/2015 - 4/30/2015," $284,696 "," $71,174 "
414292,4/1/2015 - 4/30/2015," $11,774 "," $2,944 "
414983,4/1/2015 - 4/30/2015," $380,529 "," $95,132 "
410798,4/1/2015 - 4/30/2015," $255,643 "," $63,911 "
415361,4/1/2015 - 4/30/2015," $16,767 "," $4,192 "
413319,4/1/2015 - 4/30/2015," $515,301 "," $128,825 "
414520,4/1/2015 - 4/30/2015," $401,934 "," $100,483 "
413314,4/1/2015 - 4/30/2015," $148,386 "," $37,097 "
413558,4/1/2015 - 4/30/2015," $279,663 "," $69,916 "
413481,4/1/2015 - 4/30/2015," $148,413 "," $37,103 "
412921,4/1/2015 - 4/30/2015," $187,759 "," $46,940 "
415445,4/1/2015 - 4/30/2015," $23,282 "," $5,821 "
415243,4/1/2015 - 4/30/2015," $149,971 "," $37,493 "
415517,4/1/2015 - 4/30/2015," $17,067 "," $4,267 "
414731,4/1/2015 - 4/30/2015," $1,503 ", $376 
415333,4/1/2015 - 4/30/2015," $34,319 "," $8,580 "
412066,4/1/2015 - 4/30/2015," $82,149 "," $20,537 "
419759,4/1/2015 - 4/30/2015," $87,566 "," $21,891 "
414569,4/1/2015 - 4/30/2015," $341,703 "," $85,426 "
RETAILERS PERIOD TOTAL,4/1/2015 - 4/30/2015," $24,854,351 "," $6,213,588 "
415010,5/1/2015 - 5/31/2015," $116,343 "," $29,086 "
414550,5/1/2015 - 5/31/2015," $59,010 "," $14,752 "
414533,5/1/2015 - 5/31/2015," $1,452,780 "," $363,195 "
413363,5/1/2015 - 5/31/2015," $188,856 "," $47,214 "
413798,5/1/2015 - 5/31/2015," $85,050 "," $21,262 "
413534,5/1/2015 - 5/31/2015," $129,700 "," $32,425 "
415253,5/1/2015 - 5/31/2015," $229,380 "," $57,345 "
414755,5/1/2015 - 5/31/2015," $94,351 "," $23,588 "
414680,5/1/2015 - 5/31/2015," $156,201 "," $39,050 "
84045,5/1/2015 - 5/31/2015," $440,572 "," $110,143 "
415238,5/1/2015 - 5/31/2015," $106,662 "," $26,665 "
415658,5/1/2015 - 5/31/2015," $55,458 "," $13,865 "
415488,5/1/2015 - 5/31/2015," $47,259 "," $11,815 "
414841,5/1/2015 - 5/31/2015," $156,753 "," $39,188 "
415124,5/1/2015 - 5/31/2015," $38,191 "," $9,548 "
414785,5/1/2015 - 5/31/2015," $280,328 "," $70,082 "
413570,5/1/2015 - 5/31/2015," $142,061 "," $35,515 "
414723,5/1/2015 - 5/31/2015," $462,034 "," $115,509 "
413541,5/1/2015 - 5/31/2015," $107,683 "," $26,921 "
413803,5/1/2015 - 5/31/2015," $178,842 "," $44,711 "
414250,5/1/2015 - 5/31/2015," $17,990 "," $4,498 "
413773,5/1/2015 - 5/31/2015," $280,318 "," $70,080 "
414963,5/1/2015 - 5/31/2015," $198,290 "," $49,573 "
413369,5/1/2015 - 5/31/2015," $219,414 "," $54,854 "
415484,5/1/2015 - 5/31/2015," $26,049 "," $6,512 "
415001,5/1/2015 - 5/31/2015," $72,368 "," $18,092 "
415539,5/1/2015 - 5/31/2015," $31,979 "," $7,995 "
414240,5/1/2015 - 5/31/2015," $380,238 "," $95,060 "
414223,5/1/2015 - 5/31/2015," $44,221 "," $11,055 "
413586,5/1/2015 - 5/31/2015," $111,685 "," $27,921 "
417643,5/1/2015 - 5/31/2015," $96,965 "," $24,241 "
414280,5/1/2015 - 5/31/2015," $137,088 "," $34,272 "
413600,5/1/2015 - 5/31/2015," $69,269 "," $17,317 "
414716,5/1/2015 - 5/31/2015," $115,976 "," $28,994 "
415216,5/1/2015 - 5/31/2015," $100,698 "," $25,174 "
413821,5/1/2015 - 5/31/2015," $46,412 "," $11,603 "
413802,5/1/2015 - 5/31/2015," $77,238 "," $19,310 "
414740,5/1/2015 - 5/31/2015," $1,506 ", $377 
415652,5/1/2015 - 5/31/2015, $259 , $65 
415094,5/1/2015 - 5/31/2015," $166,917 "," $41,729 "
415343,5/1/2015 - 5/31/2015," $23,723 "," $5,931 "
415064,5/1/2015 - 5/31/2015," $66,195 "," $16,549 "
414211,5/1/2015 - 5/31/2015," $15,652 "," $3,913 "
415314,5/1/2015 - 5/31/2015," $350,864 "," $87,716 "
415183,5/1/2015 - 5/31/2015," $75,695 "," $18,924 "
413737,5/1/2015 - 5/31/2015," $190,484 "," $47,621 "
412490,5/1/2015 - 5/31/2015," $83,302 "," $20,825 "
414780,5/1/2015 - 5/31/2015," $276,129 "," $69,032 "
413897,5/1/2015 - 5/31/2015," $99,429 "," $24,857 "
414539,5/1/2015 - 5/31/2015," $17,248 "," $4,312 "
402039,5/1/2015 - 5/31/2015," $338,394 "," $84,598 "
